Quantity,UnitPrice,Frequency,InvoiceDate,TotalSpend,Recency,Cluster_2,Cluster Description
5374,1.4356650246305418,203,2011-12-05 12:29:00,7715.263842364531,4,0,"Low-Spend, Inactive Buyers"
5593,2.8256756756756753,111,2011-11-30 10:04:00,15804.004054054052,9,0,"Low-Spend, Inactive Buyers"
1334,1.5855696202531646,79,2011-11-10 13:14:00,2115.1498734177217,28,0,"Low-Spend, Inactive Buyers"
45,4.364285714285715,7,2011-03-18 12:21:00,196.39285714285717,266,0,"Low-Spend, Inactive Buyers"
361,2.8625,52,2011-10-07 10:21:00,1033.3625,63,0,"Low-Spend, Inactive Buyers"
73,4.091666666666667,24,2011-01-23 16:02:00,298.69166666666666,319,0,"Low-Spend, Inactive Buyers"
899,2.3830722891566265,332,2011-12-06 12:27:00,2142.3819879518073,3,0,"Low-Spend, Inactive Buyers"
128,2.3992857142857145,14,2011-11-18 16:14:00,307.10857142857145,20,0,"Low-Spend, Inactive Buyers"
754,1.8132558139534884,43,2011-12-05 08:38:00,1367.1948837209302,4,0,"Low-Spend, Inactive Buyers"
79,2.014090909090909,44,2011-08-02 15:19:00,159.11318181818183,128,0,"Low-Spend, Inactive Buyers"
268,2.665952380952381,42,2011-10-30 12:35:00,714.4752380952382,40,0,"Low-Spend, Inactive Buyers"
310,2.6804615384615382,65,2011-08-30 12:16:00,830.9430769230769,101,0,"Low-Spend, Inactive Buyers"
301,3.2733333333333334,12,2011-08-07 12:10:00,985.2733333333333,124,0,"Low-Spend, Inactive Buyers"
48,0.95,4,2011-11-07 11:09:00,45.599999999999994,32,0,"Low-Spend, Inactive Buyers"
589,3.1609150326797386,153,2011-03-17 14:24:00,1861.778954248366,266,0,"Low-Spend, Inactive Buyers"
110,2.587586206896552,29,2010-12-10 11:02:00,284.6344827586207,364,0,"Low-Spend, Inactive Buyers"
705,2.836497175141243,177,2011-12-05 13:14:00,1999.7305084745763,3,0,"Low-Spend, Inactive Buyers"
3176,2.4211135857461024,449,2011-12-07 13:46:00,7689.456748329621,1,0,"Low-Spend, Inactive Buyers"
249,1.5627536231884058,69,2011-12-07 12:41:00,389.12565217391307,2,0,"Low-Spend, Inactive Buyers"
12593,5.72277966101695,590,2011-11-29 16:16:00,72066.96427118644,9,0,"Low-Spend, Inactive Buyers"
133,2.2038461538461536,13,2011-10-14 10:38:00,293.11153846153843,56,0,"Low-Spend, Inactive Buyers"
72,1.06,1,2011-01-19 10:51:00,76.32000000000001,324,0,"Low-Spend, Inactive Buyers"
2061,2.7355760368663593,217,2011-12-02 12:13:00,5638.022211981566,7,0,"Low-Spend, Inactive Buyers"
391,1.5163,100,2011-11-27 16:27:00,592.8733,11,0,"Low-Spend, Inactive Buyers"
16335,8.068707098283932,5128,2011-12-05 17:17:00,131802.33045046803,3,1,"High-Spend, Active Buyers"
104,1.7047619047619047,21,2011-11-03 10:13:00,177.2952380952381,36,0,"Low-Spend, Inactive Buyers"
2177,2.6174206349206353,252,2011-11-23 13:53:00,5698.124722222223,15,0,"Low-Spend, Inactive Buyers"
63,3.406,25,2011-07-25 11:01:00,214.578,137,0,"Low-Spend, Inactive Buyers"
6942,1.73,35,2011-09-27 12:28:00,12009.66,73,0,"Low-Spend, Inactive Buyers"
746,2.371111111111111,63,2011-12-04 15:38:00,1768.8488888888887,4,0,"Low-Spend, Inactive Buyers"
72,7.933809523809523,21,2011-07-08 12:50:00,571.2342857142856,154,0,"Low-Spend, Inactive Buyers"
798,2.91828947368421,76,2011-09-15 16:13:00,2328.7949999999996,84,0,"Low-Spend, Inactive Buyers"
1788,2.6614516129032255,124,2011-10-19 12:12:00,4758.675483870968,51,0,"Low-Spend, Inactive Buyers"
380,3.112,35,2011-11-09 10:41:00,1182.56,30,0,"Low-Spend, Inactive Buyers"
56,2.7535714285714286,14,2011-11-16 13:51:00,154.2,22,0,"Low-Spend, Inactive Buyers"
2455,2.3743312101910825,157,2011-12-06 12:26:00,5828.983121019108,3,0,"Low-Spend, Inactive Buyers"
457,3.7318181818181815,11,2011-11-25 13:44:00,1705.440909090909,13,0,"Low-Spend, Inactive Buyers"
1608,2.6701156069364163,173,2011-11-17 12:30:00,4293.545895953757,22,0,"Low-Spend, Inactive Buyers"
635,2.6965,40,2011-12-06 12:18:00,1712.2775,3,0,"Low-Spend, Inactive Buyers"
101,6.312666666666667,15,2011-03-11 09:42:00,637.5793333333334,273,0,"Low-Spend, Inactive Buyers"
707,3.251666666666667,72,2011-11-20 10:29:00,2298.9283333333337,19,0,"Low-Spend, Inactive Buyers"
72,1.25,3,2011-07-19 09:49:00,90.0,143,0,"Low-Spend, Inactive Buyers"
-2,9.95,1,2010-12-20 13:58:00,-19.9,353,0,"Low-Spend, Inactive Buyers"
2078,2.451739130434783,161,2011-12-06 12:19:00,5094.713913043479,3,0,"Low-Spend, Inactive Buyers"
1618,0.358,5,2011-09-16 13:32:00,579.244,83,0,"Low-Spend, Inactive Buyers"
1628,3.170421686746988,166,2011-11-29 12:47:00,5161.446506024096,10,0,"Low-Spend, Inactive Buyers"
458,3.86625,16,2011-12-02 11:45:00,1770.7425,7,0,"Low-Spend, Inactive Buyers"
321,3.9595454545454545,44,2011-08-09 10:49:00,1271.0140909090908,122,0,"Low-Spend, Inactive Buyers"
564,1.895,46,2011-10-10 12:00:00,1068.78,60,0,"Low-Spend, Inactive Buyers"
592,2.734423076923077,52,2011-12-08 11:02:00,1618.7784615384614,1,0,"Low-Spend, Inactive Buyers"
257,2.8640909090909092,66,2011-01-24 16:05:00,736.0713636363637,318,0,"Low-Spend, Inactive Buyers"
3366,1.7238805970149254,201,2011-12-07 13:35:00,5802.582089552238,1,0,"Low-Spend, Inactive Buyers"
342,3.712,30,2011-08-02 11:34:00,1269.5040000000001,129,0,"Low-Spend, Inactive Buyers"
3850,2.472462686567164,134,2011-12-08 11:38:00,9518.981343283582,1,0,"Low-Spend, Inactive Buyers"
600,2.3260869565217392,46,2011-12-08 12:44:00,1395.6521739130435,1,0,"Low-Spend, Inactive Buyers"
510,1.4576923076923076,26,2011-10-24 13:34:00,743.4230769230769,45,0,"Low-Spend, Inactive Buyers"
809,1.9086567164179105,67,2011-12-06 09:05:00,1544.1032835820895,3,0,"Low-Spend, Inactive Buyers"
337,3.438695652173913,46,2011-12-07 09:53:00,1158.8404347826088,2,0,"Low-Spend, Inactive Buyers"
313,1.7704545454545455,22,2010-12-01 16:33:00,554.1522727272727,372,0,"Low-Spend, Inactive Buyers"
30,5.485714285714286,7,2011-07-29 09:48:00,164.57142857142858,133,0,"Low-Spend, Inactive Buyers"
636,4.95,12,2011-10-24 12:10:00,3148.2000000000003,46,0,"Low-Spend, Inactive Buyers"
1886,2.6660816326530616,245,2011-12-01 10:18:00,5028.2299591836745,8,0,"Low-Spend, Inactive Buyers"
96,4.0,6,2011-10-21 13:36:00,384.0,48,0,"Low-Spend, Inactive Buyers"
16,7.55,3,2011-04-20 12:02:00,120.8,233,0,"Low-Spend, Inactive Buyers"
129,3.0985,40,2011-05-11 12:34:00,399.7065,212,0,"Low-Spend, Inactive Buyers"
496,1.6823076923076923,26,2011-11-04 10:05:00,834.4246153846153,35,0,"Low-Spend, Inactive Buyers"
699,1.1376,50,2011-09-25 12:54:00,795.1823999999999,74,0,"Low-Spend, Inactive Buyers"
465,7.893076923076923,52,2011-04-14 16:26:00,3670.2807692307692,238,0,"Low-Spend, Inactive Buyers"
25,5.45,6,2011-03-18 14:13:00,136.25,265,0,"Low-Spend, Inactive Buyers"
56908,4.618614840989399,1415,2011-11-30 10:54:00,262836.13337102474,9,1,"High-Spend, Active Buyers"
260,2.23531914893617,47,2011-11-20 11:32:00,581.1829787234042,19,0,"Low-Spend, Inactive Buyers"
781,1.5365853658536586,41,2011-10-30 15:08:00,1200.0731707317073,39,0,"Low-Spend, Inactive Buyers"
4335,1.498072696534235,1183,2011-11-20 12:36:00,6494.145139475909,19,0,"Low-Spend, Inactive Buyers"
450,3.191153846153846,104,2011-05-08 11:41:00,1436.0192307692307,215,0,"Low-Spend, Inactive Buyers"
142,3.8892,25,2011-06-19 11:36:00,552.2664,173,0,"Low-Spend, Inactive Buyers"
893,4.738076923076923,52,2011-09-13 15:18:00,4231.102692307692,86,0,"Low-Spend, Inactive Buyers"
1033,1.5541379310344827,29,2011-09-30 12:24:00,1605.4244827586206,70,0,"Low-Spend, Inactive Buyers"
53,3.285,24,2011-03-09 12:39:00,174.10500000000002,275,0,"Low-Spend, Inactive Buyers"
147,4.3104000000000005,50,2011-10-31 14:29:00,633.6288000000001,38,0,"Low-Spend, Inactive Buyers"
167,2.8863793103448274,58,2011-09-02 16:43:00,482.0253448275862,97,0,"Low-Spend, Inactive Buyers"
150,4.376896551724138,29,2011-11-29 11:54:00,656.5344827586207,10,0,"Low-Spend, Inactive Buyers"
94,1.9373076923076922,26,2011-11-06 13:17:00,182.10692307692307,32,0,"Low-Spend, Inactive Buyers"
1461,3.780975609756098,164,2011-10-19 13:42:00,5524.005365853659,50,0,"Low-Spend, Inactive Buyers"
207,3.5078125,32,2011-02-15 13:12:00,726.1171875,296,0,"Low-Spend, Inactive Buyers"
203,4.227619047619048,42,2011-09-16 09:52:00,858.2066666666667,84,0,"Low-Spend, Inactive Buyers"
1494,1.6965094339622642,318,2011-12-01 12:01:00,2534.5850943396226,8,0,"Low-Spend, Inactive Buyers"
319,2.857197452229299,157,2011-10-30 12:07:00,911.4459872611465,40,0,"Low-Spend, Inactive Buyers"
710,9.405201612903225,248,2011-11-29 10:56:00,6677.69314516129,10,0,"Low-Spend, Inactive Buyers"
127,5.418333333333333,24,2011-10-04 12:43:00,688.1283333333333,66,0,"Low-Spend, Inactive Buyers"
6,59.73333333333333,3,2011-01-12 13:52:00,358.4,330,0,"Low-Spend, Inactive Buyers"
1145,1.9461971830985916,71,2011-12-01 09:46:00,2228.3957746478873,8,0,"Low-Spend, Inactive Buyers"
3919,2.184981949458484,277,2011-12-07 15:55:00,8562.944259927799,1,0,"Low-Spend, Inactive Buyers"
3657,2.0268441064638787,263,2011-12-08 09:23:00,7412.168897338404,1,0,"Low-Spend, Inactive Buyers"
445,2.724047619047619,42,2011-10-03 09:34:00,1212.2011904761905,67,0,"Low-Spend, Inactive Buyers"
5783,3.365248344370861,604,2011-12-05 10:38:00,19461.23117549669,4,0,"Low-Spend, Inactive Buyers"
702,5.35,8,2011-05-22 10:29:00,3755.7,201,0,"Low-Spend, Inactive Buyers"
142,3.265,6,2011-08-25 10:25:00,463.63,106,0,"Low-Spend, Inactive Buyers"
280,4.6463636363636365,44,2011-12-05 16:34:00,1300.9818181818182,3,0,"Low-Spend, Inactive Buyers"
28,5.8999999999999995,2,2011-05-05 13:44:00,165.2,217,0,"Low-Spend, Inactive Buyers"
578,2.669230769230769,39,2011-10-10 13:27:00,1542.8153846153846,59,0,"Low-Spend, Inactive Buyers"
72,2.5430769230769235,39,2011-12-07 13:38:00,183.1015384615385,1,0,"Low-Spend, Inactive Buyers"
99,4.183333333333334,39,2011-11-29 11:56:00,414.15000000000003,10,0,"Low-Spend, Inactive Buyers"
274,2.185238095238095,21,2011-04-14 16:38:00,598.755238095238,238,0,"Low-Spend, Inactive Buyers"
114,3.5269999999999997,10,2011-09-06 12:48:00,402.078,94,0,"Low-Spend, Inactive Buyers"
688,5.255227272727272,88,2011-11-29 10:18:00,3615.5963636363635,10,0,"Low-Spend, Inactive Buyers"
759,3.827378640776699,103,2011-09-09 12:55:00,2904.9803883495147,90,0,"Low-Spend, Inactive Buyers"
1232,2.874406779661017,118,2011-10-17 13:23:00,3541.269152542373,52,0,"Low-Spend, Inactive Buyers"
1152,1.2522222222222221,9,2011-09-11 12:45:00,1442.56,89,0,"Low-Spend, Inactive Buyers"
-244,4.89,5,2010-12-03 09:47:00,-1193.1599999999999,371,0,"Low-Spend, Inactive Buyers"
748,2.2997142857142854,70,2011-11-09 10:31:00,1720.1862857142855,30,0,"Low-Spend, Inactive Buyers"
1354,2.2277981651376146,109,2011-11-28 12:19:00,3016.4387155963304,11,0,"Low-Spend, Inactive Buyers"
594,4.716271186440678,59,2011-12-06 14:56:00,2801.465084745763,2,0,"Low-Spend, Inactive Buyers"
677,5.657383177570094,107,2011-12-08 11:53:00,3830.048411214954,1,0,"Low-Spend, Inactive Buyers"
160,1.4400000000000002,12,2011-10-28 10:00:00,230.40000000000003,42,0,"Low-Spend, Inactive Buyers"
78,2.2885714285714287,7,2011-12-05 16:23:00,178.50857142857143,3,0,"Low-Spend, Inactive Buyers"
272,3.3961904761904766,21,2011-04-06 13:23:00,923.7638095238096,246,0,"Low-Spend, Inactive Buyers"
2190,3.2797938144329897,194,2011-10-28 13:42:00,7182.7484536082475,41,0,"Low-Spend, Inactive Buyers"
607,1.706829268292683,41,2011-06-15 16:42:00,1036.0453658536587,176,0,"Low-Spend, Inactive Buyers"
583,3.9662295081967214,61,2011-09-08 13:38:00,2312.311803278689,91,0,"Low-Spend, Inactive Buyers"
483,3.956017699115044,113,2011-08-21 13:24:00,1910.7565486725664,109,0,"Low-Spend, Inactive Buyers"
1289,3.061527777777778,72,2011-11-11 11:34:00,3946.309305555556,28,0,"Low-Spend, Inactive Buyers"
1811,2.8719672131147544,183,2011-11-13 15:48:00,5201.13262295082,25,0,"Low-Spend, Inactive Buyers"
590,3.394186046511628,43,2011-10-19 10:04:00,2002.5697674418604,51,0,"Low-Spend, Inactive Buyers"
402,4.3570370370370375,54,2011-06-13 15:35:00,1751.528888888889,178,0,"Low-Spend, Inactive Buyers"
1937,1.8089830508474576,118,2011-11-08 12:17:00,3504.0001694915254,31,0,"Low-Spend, Inactive Buyers"
671,2.76,36,2011-10-27 09:25:00,1851.9599999999998,43,0,"Low-Spend, Inactive Buyers"
951,1.57578231292517,147,2011-11-17 17:53:00,1498.5689795918368,21,0,"Low-Spend, Inactive Buyers"
1947,2.045875,80,2011-11-29 13:26:00,3983.3186250000003,9,0,"Low-Spend, Inactive Buyers"
310,2.0653333333333332,15,2011-09-20 09:13:00,640.2533333333333,80,0,"Low-Spend, Inactive Buyers"
38,7.122222222222222,9,2010-12-01 13:20:00,270.64444444444445,372,0,"Low-Spend, Inactive Buyers"
111,2.2874999999999996,8,2011-01-17 14:40:00,253.91249999999997,325,0,"Low-Spend, Inactive Buyers"
986,3.714224137931035,116,2011-10-27 14:40:00,3662.2250000000004,42,0,"Low-Spend, Inactive Buyers"
418,3.439761904761905,42,2011-11-09 13:45:00,1437.8204761904763,29,0,"Low-Spend, Inactive Buyers"
146,1.955,10,2011-06-09 11:46:00,285.43,183,0,"Low-Spend, Inactive Buyers"
123,3.720625,16,2011-04-19 11:46:00,457.63687500000003,234,0,"Low-Spend, Inactive Buyers"
1204,3.948175675675676,148,2011-12-01 11:12:00,4753.6035135135135,8,0,"Low-Spend, Inactive Buyers"
971,3.115625,112,2011-06-16 14:33:00,3025.271875,175,0,"Low-Spend, Inactive Buyers"
804,2.9734666666666665,75,2011-08-21 11:50:00,2390.6672,110,0,"Low-Spend, Inactive Buyers"
47,3.912,20,2011-03-06 15:21:00,183.864,277,0,"Low-Spend, Inactive Buyers"
102,3.0525,8,2011-01-25 14:45:00,311.355,317,0,"Low-Spend, Inactive Buyers"
1200,2.487207207207207,111,2011-12-02 14:30:00,2984.6486486486488,6,0,"Low-Spend, Inactive Buyers"
1674,2.0692307692307694,78,2011-12-08 08:32:00,3463.892307692308,1,0,"Low-Spend, Inactive Buyers"
410,4.1342592592592595,54,2011-03-30 16:39:00,1695.0462962962963,253,0,"Low-Spend, Inactive Buyers"
1677,2.835607476635514,107,2011-10-19 13:38:00,4755.313738317757,50,0,"Low-Spend, Inactive Buyers"
7098,3.892589285714286,112,2011-11-30 15:27:00,27629.59875,8,0,"Low-Spend, Inactive Buyers"
68,2.83,5,2011-07-21 10:44:00,192.44,141,0,"Low-Spend, Inactive Buyers"
406,5.064038461538461,52,2011-10-20 10:04:00,2055.999615384615,50,0,"Low-Spend, Inactive Buyers"
1645,2.090699300699301,143,2011-12-01 14:17:00,3439.20034965035,7,0,"Low-Spend, Inactive Buyers"
66,6.554736842105264,19,2011-07-08 10:20:00,432.6126315789474,154,0,"Low-Spend, Inactive Buyers"
330,5.862903225806452,31,2011-08-22 13:32:00,1934.7580645161293,108,0,"Low-Spend, Inactive Buyers"
461,4.359242424242424,66,2011-07-12 11:11:00,2009.6107575757576,150,0,"Low-Spend, Inactive Buyers"
197,4.570689655172414,29,2011-01-12 09:33:00,900.4258620689656,331,0,"Low-Spend, Inactive Buyers"
88,2.491,10,2011-04-28 12:47:00,219.208,225,0,"Low-Spend, Inactive Buyers"
599,2.2675757575757576,33,2011-09-27 10:08:00,1358.2778787878788,73,0,"Low-Spend, Inactive Buyers"
264,2.4848275862068965,29,2011-10-19 13:20:00,655.9944827586206,50,0,"Low-Spend, Inactive Buyers"
723,2.5732,75,2011-09-12 17:49:00,1860.4235999999999,87,0,"Low-Spend, Inactive Buyers"
1616,3.8228444444444443,225,2011-11-24 15:01:00,6177.716622222222,14,0,"Low-Spend, Inactive Buyers"
52,4.73375,8,2011-05-27 10:37:00,246.15499999999997,196,0,"Low-Spend, Inactive Buyers"
2656,1.5909090909090908,154,2011-12-06 17:04:00,4225.454545454545,2,0,"Low-Spend, Inactive Buyers"
157,4.858823529411764,34,2011-11-09 08:11:00,762.835294117647,30,0,"Low-Spend, Inactive Buyers"
541,4.82037037037037,27,2011-11-18 14:50:00,2607.8203703703703,20,0,"Low-Spend, Inactive Buyers"
4306,1.5431929824561403,285,2011-11-16 10:34:00,6644.988982456141,23,0,"Low-Spend, Inactive Buyers"
236,2.097272727272727,11,2011-12-01 13:25:00,494.9563636363636,7,0,"Low-Spend, Inactive Buyers"
187,3.5794117647058825,17,2011-05-11 15:17:00,669.35,211,0,"Low-Spend, Inactive Buyers"
292,5.346382978723404,47,2011-12-01 11:44:00,1561.143829787234,8,0,"Low-Spend, Inactive Buyers"
913,3.6520388349514565,103,2011-11-28 14:02:00,3334.3114563106797,10,0,"Low-Spend, Inactive Buyers"
2748,2.623781512605042,238,2011-12-08 10:26:00,7210.151596638656,1,0,"Low-Spend, Inactive Buyers"
1643,3.349351851851852,108,2011-12-02 11:50:00,5502.985092592593,7,0,"Low-Spend, Inactive Buyers"
709,2.206393442622951,61,2011-12-06 15:17:00,1564.3329508196723,2,0,"Low-Spend, Inactive Buyers"
82,3.0214285714285714,7,2011-10-30 15:50:00,247.75714285714284,39,0,"Low-Spend, Inactive Buyers"
861,2.44640625,64,2011-11-22 09:06:00,2106.35578125,17,0,"Low-Spend, Inactive Buyers"
58021,1.4972560975609757,1640,2011-12-06 15:04:00,86872.29603658537,2,1,"High-Spend, Active Buyers"
2013,3.541975308641975,162,2011-12-01 16:05:00,7129.996296296295,7,0,"Low-Spend, Inactive Buyers"
32,1.383333333333333,3,2011-11-21 08:57:00,44.26666666666666,18,0,"Low-Spend, Inactive Buyers"
600,1.345625,16,2011-08-24 09:04:00,807.375,107,0,"Low-Spend, Inactive Buyers"
54,4.157407407407407,27,2011-05-01 11:50:00,224.5,222,0,"Low-Spend, Inactive Buyers"
1069,2.407636363636364,110,2011-09-29 15:29:00,2573.763272727273,70,0,"Low-Spend, Inactive Buyers"
1073,4.181714285714286,35,2011-10-19 13:23:00,4486.97942857143,50,0,"Low-Spend, Inactive Buyers"
2058,2.4864444444444445,180,2011-09-12 09:38:00,5117.102666666667,88,0,"Low-Spend, Inactive Buyers"
1619,2.510731707317073,123,2011-12-01 13:33:00,4064.8746341463416,7,0,"Low-Spend, Inactive Buyers"
125,5.472962962962963,27,2011-04-28 19:49:00,684.1203703703703,224,0,"Low-Spend, Inactive Buyers"
1012,3.5480459770114945,87,2011-10-24 09:46:00,3590.6225287356324,46,0,"Low-Spend, Inactive Buyers"
296,0.66625,8,2011-08-25 10:39:00,197.21,106,0,"Low-Spend, Inactive Buyers"
1010,3.6640384615384614,104,2011-11-18 15:35:00,3700.678846153846,20,0,"Low-Spend, Inactive Buyers"
255,3.0975,24,2011-10-06 10:44:00,789.8625000000001,64,0,"Low-Spend, Inactive Buyers"
239,1.963809523809524,42,2011-05-17 09:24:00,469.35047619047623,206,0,"Low-Spend, Inactive Buyers"
2406,1.41869918699187,123,2011-11-29 09:47:00,3413.390243902439,10,0,"Low-Spend, Inactive Buyers"
340,3.022439024390244,41,2011-08-17 11:37:00,1027.629268292683,114,0,"Low-Spend, Inactive Buyers"
99,2.961111111111111,9,2011-04-19 11:08:00,293.15,234,0,"Low-Spend, Inactive Buyers"
139,2.5875,12,2011-06-29 13:58:00,359.66249999999997,162,0,"Low-Spend, Inactive Buyers"
3067,2.8804850746268658,268,2011-12-01 08:27:00,8834.447723880598,8,0,"Low-Spend, Inactive Buyers"
252,3.019285714285714,28,2011-08-07 13:17:00,760.86,123,0,"Low-Spend, Inactive Buyers"
463,2.1431999999999998,25,2011-11-17 11:54:00,992.3015999999999,22,0,"Low-Spend, Inactive Buyers"
52,8.405263157894737,19,2011-10-06 19:25:00,437.0736842105263,63,0,"Low-Spend, Inactive Buyers"
1730,3.3495705521472394,163,2011-11-23 10:01:00,5794.7570552147245,16,0,"Low-Spend, Inactive Buyers"
375,2.2431666666666668,60,2011-11-23 13:41:00,841.1875,15,0,"Low-Spend, Inactive Buyers"
1759,1.6151111111111112,90,2011-11-23 11:40:00,2840.9804444444444,16,0,"Low-Spend, Inactive Buyers"
329,3.791470588235294,34,2011-07-04 16:00:00,1247.3938235294117,157,0,"Low-Spend, Inactive Buyers"
150,1.9549999999999998,18,2011-04-19 11:31:00,293.25,234,0,"Low-Spend, Inactive Buyers"
58,2.9333333333333336,6,2011-05-05 09:44:00,170.13333333333335,218,0,"Low-Spend, Inactive Buyers"
1395,2.5957364341085274,129,2011-10-25 15:48:00,3621.0523255813955,44,0,"Low-Spend, Inactive Buyers"
337,3.125,24,2011-11-18 13:21:00,1053.125,20,0,"Low-Spend, Inactive Buyers"
477,4.225633802816901,71,2011-08-04 13:51:00,2015.6273239436618,126,0,"Low-Spend, Inactive Buyers"
50,3.49,6,2011-11-01 09:51:00,174.5,38,0,"Low-Spend, Inactive Buyers"
605,4.602333333333333,60,2011-08-11 09:47:00,2784.4116666666664,120,0,"Low-Spend, Inactive Buyers"
183,2.962222222222222,18,2011-03-24 16:23:00,542.0866666666666,259,0,"Low-Spend, Inactive Buyers"
86,2.3193548387096774,31,2011-11-29 15:39:00,199.46451612903226,9,0,"Low-Spend, Inactive Buyers"
166,2.211904761904762,21,2011-03-14 12:27:00,367.1761904761905,270,0,"Low-Spend, Inactive Buyers"
12,4.25,1,2011-06-28 11:56:00,51.0,164,0,"Low-Spend, Inactive Buyers"
538,3.8659574468085105,47,2011-07-05 15:41:00,2079.885106382979,156,0,"Low-Spend, Inactive Buyers"
64,1.3666666666666665,6,2011-05-08 16:06:00,87.46666666666665,214,0,"Low-Spend, Inactive Buyers"
210,1.2377777777777779,9,2011-12-04 11:32:00,259.93333333333334,5,0,"Low-Spend, Inactive Buyers"
92,2.85,11,2010-12-09 12:16:00,262.2,365,0,"Low-Spend, Inactive Buyers"
266,3.8600000000000003,38,2011-10-10 17:16:00,1026.76,59,0,"Low-Spend, Inactive Buyers"
147,1.98275,40,2011-10-27 16:23:00,291.46425,42,0,"Low-Spend, Inactive Buyers"
363,3.9344827586206894,58,2011-11-20 13:17:00,1428.2172413793103,18,0,"Low-Spend, Inactive Buyers"
1139,3.1196581196581197,117,2011-11-08 09:12:00,3553.290598290598,31,0,"Low-Spend, Inactive Buyers"
96,2.318108108108108,37,2011-11-17 15:08:00,222.53837837837835,21,0,"Low-Spend, Inactive Buyers"
1967,3.0260869565217394,69,2011-08-23 11:01:00,5952.3130434782615,108,0,"Low-Spend, Inactive Buyers"
4398,3.1802830188679243,530,2011-12-01 13:19:00,13986.88471698113,7,0,"Low-Spend, Inactive Buyers"
36,6.125,8,2011-01-24 09:52:00,220.5,319,0,"Low-Spend, Inactive Buyers"
34,3.775,4,2011-02-17 16:35:00,128.35,294,0,"Low-Spend, Inactive Buyers"
17,11.625,4,2010-12-16 15:40:00,197.625,357,0,"Low-Spend, Inactive Buyers"
184,1.812878787878788,66,2011-06-07 13:44:00,333.56969696969696,184,0,"Low-Spend, Inactive Buyers"
219,9.15,11,2011-06-01 13:32:00,2003.8500000000001,190,0,"Low-Spend, Inactive Buyers"
292,2.1617391304347824,46,2011-10-26 16:43:00,631.2278260869565,43,0,"Low-Spend, Inactive Buyers"
146,1.627857142857143,56,2011-10-18 17:10:00,237.66714285714286,51,0,"Low-Spend, Inactive Buyers"
1231,1.5981746031746031,126,2011-11-13 16:18:00,1967.3529365079364,25,0,"Low-Spend, Inactive Buyers"
817,3.32593220338983,59,2011-11-01 15:53:00,2717.2866101694913,37,0,"Low-Spend, Inactive Buyers"
159,1.6164285714285715,14,2011-11-30 15:36:00,257.01214285714286,8,0,"Low-Spend, Inactive Buyers"
54,3.885714285714286,7,2011-02-16 09:45:00,209.82857142857145,296,0,"Low-Spend, Inactive Buyers"
795,3.393597122302158,139,2011-11-07 12:29:00,2697.9097122302155,32,0,"Low-Spend, Inactive Buyers"
1933,2.7901047120418845,191,2011-12-01 11:13:00,5393.272408376963,8,0,"Low-Spend, Inactive Buyers"
702,1.9851612903225806,62,2011-12-01 09:19:00,1393.5832258064515,8,0,"Low-Spend, Inactive Buyers"
2122,3.1352595155709344,289,2011-11-29 13:49:00,6653.020692041523,9,0,"Low-Spend, Inactive Buyers"
13,5.390000000000001,5,2011-05-05 18:16:00,70.07000000000001,217,0,"Low-Spend, Inactive Buyers"
1685,2.818860398860399,351,2011-12-07 14:34:00,4749.779772079772,1,0,"Low-Spend, Inactive Buyers"
225,2.626849315068493,73,2011-10-05 16:09:00,591.0410958904109,64,0,"Low-Spend, Inactive Buyers"
1852,2.05,95,2011-12-09 09:57:00,3796.5999999999995,0,0,"Low-Spend, Inactive Buyers"
450,1.8142307692307693,26,2011-07-21 18:05:00,816.4038461538462,140,0,"Low-Spend, Inactive Buyers"
4505,1.4233879781420766,183,2011-12-05 13:30:00,6412.362841530055,3,0,"Low-Spend, Inactive Buyers"
513,6.714230769230769,26,2011-08-01 12:57:00,3444.400384615384,129,0,"Low-Spend, Inactive Buyers"
819,3.0753465346534656,101,2011-11-06 12:30:00,2518.7088118811885,33,0,"Low-Spend, Inactive Buyers"
77,3.795,8,2011-08-12 16:54:00,292.215,118,0,"Low-Spend, Inactive Buyers"
1412,4.0248684210526315,76,2011-08-24 14:02:00,5683.114210526316,106,0,"Low-Spend, Inactive Buyers"
1610,1.8985849056603774,106,2011-11-29 11:41:00,3056.721698113208,10,0,"Low-Spend, Inactive Buyers"
1158,2.791636363636364,55,2011-09-29 18:18:00,3232.7149090909097,70,0,"Low-Spend, Inactive Buyers"
290,2.5104609929078014,282,2011-11-24 11:16:00,728.0336879432624,15,0,"Low-Spend, Inactive Buyers"
196,8.175,14,2011-02-02 10:56:00,1602.3000000000002,310,0,"Low-Spend, Inactive Buyers"
784,2.3953333333333333,45,2011-11-04 13:14:00,1877.9413333333332,34,0,"Low-Spend, Inactive Buyers"
67,2.859090909090909,22,2010-12-12 13:37:00,191.55909090909088,361,0,"Low-Spend, Inactive Buyers"
2509,0.9455102040816327,98,2011-09-09 12:09:00,2372.2851020408166,91,0,"Low-Spend, Inactive Buyers"
2958,2.945108153078203,601,2011-12-08 14:38:00,8711.629916805325,0,0,"Low-Spend, Inactive Buyers"
326,1.6685714285714286,14,2011-11-17 15:22:00,543.9542857142857,21,0,"Low-Spend, Inactive Buyers"
1711,2.1406451612903226,124,2011-12-06 11:39:00,3662.643870967742,3,0,"Low-Spend, Inactive Buyers"
